   indexX       indexY         intexZ      phi   
+58      +37     +32     -2.38055e-18     +10.3342
+58      +38     +32     +3.56309e-18     +10.1237
+58      +39     +32     -1.15703e-18     +9.88150
+58      +40     +32     -4.10373e-18     +9.61049
+58      +41     +32     +4.44877e-18     +9.31365
+58      +42     +32     +3.42085e-18     +8.99404
+58      +43     +32     -1.03051e-18     +8.65473
+58      +44     +32     +3.20387e-18     +8.29867
+58      +45     +32     +1.75256e-18     +7.92868
+58      +46     +32     -1.41885e-18     +7.54740
+58      +47     +32     +1.71493e-18     +7.15725
+58      +48     +32     +2.28430e-18     +6.76041
+58      +49     +32     +4.41218e-18     +6.35880
+58      +50     +32     +2.65306e-18     +5.95408
+58      +51     +32     -7.29188e-18     +5.54767
+58      +52     +32     -1.03012e-18     +5.14075
+58      +53     +32     +7.43309e-19     +4.73425
+58      +54     +32     -8.11211e-18     +4.32893
+58      +55     +32     +2.61170e-18     +3.92531
+58      +56     +32     -3.32911e-18     +3.52376
+58      +57     +32     -4.42139e-18     +3.12448
+58      +58     +32     +1.30939e-18     +2.72755
+58      +59     +32     +1.76061e-18     +2.33293
+58      +60     +32     -1.00783e-18     +1.94045
+58      +61     +32     -2.76728e-19     +1.54988
+58      +62     +32     +2.14463e-18     +1.16093
+58      +63     +32     -3.21078e-18     +0.773237
+59      +1     +32     +2.88135e-18     +0.661883
+59      +2     +32     +3.03350e-19     +0.993663
+59      +3     +32     +3.52508e-18     +1.32642
+59      +4     +32     -2.27866e-18     +1.66042
+59      +5     +32     -1.53919e-18     +1.99589
+59      +6     +32     +1.67499e-18     +2.33299
+59      +7     +32     -1.11889e-18     +2.67181
+59      +8     +32     -3.26320e-18     +3.01237
+59      +9     +32     +1.13448e-19     +3.35456
+59      +10     +32     +4.59488e-18     +3.69816
+59      +11     +32     +2.18651e-19     +4.04284
+59      +12     +32     -6.95250e-19     +4.38809
+59      +13     +32     -3.47921e-18     +4.73327
+59      +14     +32     +3.59955e-18     +5.07753
+59      +15     +32     +2.76000e-18     +5.41987
+59      +16     +32     +2.01695e-18     +5.75907
+59      +17     +32     +8.19843e-19     +6.09371
+59      +18     +32     -4.14328e-18     +6.42216
+59      +19     +32     +6.23277e-18     +6.74261
+59      +20     +32     +3.05621e-18     +7.05304
+59      +21     +32     -5.82381e-19     +7.35129
+59      +22     +32     -2.74286e-18     +7.63503
+59      +23     +32     -7.70238e-19     +7.90186
+59      +24     +32     +2.03576e-19     +8.14929
+59      +25     +32     +2.90237e-18     +8.37486
+59      +26     +32     +4.75697e-19     +8.57616
+59      +27     +32     -1.77291e-19     +8.75090
+59      +28     +32     -1.23949e-18     +8.89702
+59      +29     +32     +9.13256e-19     +9.01268
+59      +30     +32     +1.34788e-17     +9.09641
+59      +31     +32     -6.72831e-19     +9.14710
+59      +32     +32     +1.13667e-18     +9.16407
+59      +33     +32     -1.09003e-19     +9.14710
+59      +34     +32     +9.26862e-18     +9.09641
+59      +35     +32     +6.21138e-18     +9.01268
+59      +36     +32     -4.82474e-18     +8.89702
+59      +37     +32     +5.95601e-18     +8.75090
+59      +38     +32     -9.94944e-19     +8.57616
+59      +39     +32     +2.24732e-18     +8.37486
+59      +40     +32     +4.24932e-19     +8.14929
+59      +41     +32     -2.96602e-19     +7.90186
+59      +42     +32     -1.10627e-18     +7.63503
+59      +43     +32     -9.59898e-19     +7.35129
+59      +44     +32     +2.44214e-18     +7.05304
+59      +45     +32     +7.41660e-18     +6.74261
+59      +46     +32     -5.23138e-18     +6.42216
+59      +47     +32     +1.22274e-18     +6.09371
+59      +48     +32     +1.99195e-18     +5.75907
+59      +49     +32     +3.07219e-18     +5.41987
+59      +50     +32     +4.02784e-18     +5.07753
+59      +51     +32     -4.09380e-18     +4.73327
+59      +52     +32     -1.01015e-19     +4.38809
+59      +53     +32     +4.80851e-19     +4.04284
+59      +54     +32     +4.46649e-18     +3.69816
+59      +55     +32     +3.47689e-19     +3.35456
+59      +56     +32     -3.61830e-18     +3.01237
+59      +57     +32     -7.15929e-19     +2.67181
+59      +58     +32     +1.35011e-18     +2.33299
+59      +59     +32     -1.42593e-18     +1.99589
+59      +60     +32     -2.08230e-18     +1.66042
+59      +61     +32     +3.35011e-18     +1.32642
+59      +62     +32     +3.62490e-19     +0.993663
+59      +63     +32     +2.78942e-18     +0.661883
+60      +1     +32     -7.70656e-21     +0.550897
+60      +2     +32     -3.93286e-18     +0.826985
+60      +3     +32     +1.29986e-18     +1.10381
+60      +4     +32     +7.15350e-19     +1.38158
+60      +5     +32     +3.28685e-18     +1.66045
+60      +6     +32     -3.48942e-18     +1.94054
+60      +7     +32     -1.06736e-18     +2.22189
+60      +8     +32     -7.86730e-19     +2.50449
+60      +9     +32     -3.61791e-18     +2.78823
+60      +10     +32     +9.93424e-18     +3.07289
+60      +11     +32     -5.09803e-18     +3.35819
+60      +12     +32     -8.22227e-19     +3.64367
+60      +13     +32     -2.15043e-19     +3.92878
+60      +14     +32     +5.11413e-18     +4.21282
+60      +15     +32     +7.49236e-19     +4.49492
+60      +16     +32     -3.72363e-19     +4.77407
+60      +17     +32     +5.87097e-18     +5.04912
+60      +18     +32     -3.39701e-18     +5.31871
+60      +19     +32     +2.06823e-18     +5.58137
+60      +20     +32     +2.40928e-18     +5.83546
+60      +21     +32     -1.44531e-17     +6.07924
+60      +22     +32     +3.46723e-19     +6.31085
+60      +23     +32     -1.89918e-19     +6.52835
+60      +24     +32     +1.22944e-18     +6.72979
+60      +25     +32     +6.39717e-18     +6.91320
+60      +26     +32     +1.60078e-18     +7.07670
+60      +27     +32     -3.58886e-18     +7.21849
+60      +28     +32     +2.90057e-18     +7.33694
+60      +29     +32     +6.46469e-18     +7.43064
+60      +30     +32     +5.28550e-18     +7.49843
+60      +31     +32     +5.50943e-18     +7.53946
+60      +32     +32     +5.08733e-18     +7.55319
+60      +33     +32     +6.07326e-18     +7.53946
+60      +34     +32     +1.49873e-18     +7.49843
+60      +35     +32     +1.03569e-17     +7.43064
+60      +36     +32     +1.63299e-18     +7.33694
+60      +37     +32     +7.06846e-18     +7.21849
+60      +38     +32     -3.17887e-18     +7.07670
+60      +39     +32     +5.56148e-18     +6.91320
+60      +40     +32     +1.52604e-18     +6.72979
+60      +41     +32     -1.82960e-20     +6.52835
+60      +42     +32     +1.81711e-18     +6.31085
+60      +43     +32     -1.49012e-17     +6.07924
+60      +44     +32     +2.62587e-18     +5.83546
+60      +45     +32     +2.42088e-18     +5.58137
+60      +46     +32     -4.72154e-18     +5.31871
+60      +47     +32     +6.77224e-18     +5.04912
+60      +48     +32     -1.08746e-18     +4.77407
+60      +49     +32     +9.40700e-19     +4.49492
+60      +50     +32     +5.18461e-18     +4.21282
+60      +51     +32     -2.85393e-19     +3.92878
+60      +52     +32     -7.43438e-20     +3.64367
+60      +53     +32     -5.19131e-18     +3.35819
+60      +54     +32     +9.69748e-18     +3.07289
+60      +55     +32     -3.85473e-18     +2.78823
+60      +56     +32     -6.80948e-19     +2.50449
+60      +57     +32     -1.34946e-18     +2.22189
+60      +58     +32     -3.31307e-18     +1.94054
+60      +59     +32     +3.34605e-18     +1.66045
+60      +60     +32     +7.21631e-19     +1.38158
+60      +61     +32     +1.27845e-18     +1.10381
+60      +62     +32     -3.98010e-18     +0.826985
+60      +63     +32     +8.04478e-21     +0.550897
+61      +1     +32     +8.02143e-19     +0.440254
+61      +2     +32     +2.19915e-18     +0.660853
+61      +3     +32     -2.20617e-18     +0.881998
+61      +4     +32     -1.03577e-18     +1.10383
+61      +5     +32     +3.49783e-19     +1.32647
+61      +6     +32     +5.89468e-19     +1.54999
+61      +7     +32     -2.93342e-18     +1.77440
+61      +8     +32     +2.14772e-18     +1.99969
+61      +9     +32     -3.43367e-18     +2.22574
+61      +10     +32     +1.42631e-17     +2.45238
+61      +11     +32     -5.14389e-18     +2.67934
+61      +12     +32     -2.06694e-18     +2.90627
+61      +13     +32     -3.46220e-18     +3.13271
+61      +14     +32     +2.12988e-18     +3.35808
+61      +15     +32     +1.24001e-18     +3.58170
+61      +16     +32     +1.20561e-18     +3.80276
+61      +17     +32     +2.00767e-18     +4.02033
+61      +18     +32     -1.08926e-18     +4.23336
+61      +19     +32     +3.14138e-18     +4.44067
+61      +20     +32     +2.46610e-19     +4.64100
+61      +21     +32     -6.55578e-18     +4.83299
+61      +22     +32     +1.63453e-18     +5.01518
+61      +23     +32     -1.92328e-18     +5.18610
+61      +24     +32     -3.78135e-18     +5.34423
+61      +25     +32     +3.73626e-18     +5.48807
+61      +26     +32     +6.96487e-18     +5.61618
+61      +27     +32     +6.96280e-19     +5.72719
+61      +28     +32     +2.05483e-18     +5.81986
+61      +29     +32     -3.13300e-18     +5.89313
+61      +30     +32     +6.63013e-18     +5.94612
+61      +31     +32     +1.46832e-18     +5.97818
+61      +32     +32     +1.16566e-17     +5.98891
+61      +33     +32     +1.46832e-18     +5.97818
+61      +34     +32     +6.70176e-18     +5.94612
+61      +35     +32     -1.61830e-18     +5.89313
+61      +36     +32     -9.81286e-19     +5.81986
+61      +37     +32     +5.64626e-18     +5.72719
+61      +38     +32     +8.28553e-18     +5.61618
+61      +39     +32     +2.82043e-18     +5.48807
+61      +40     +32     +6.96925e-19     +5.34423
+61      +41     +32     -3.33284e-18     +5.18610
+61      +42     +32     +4.38461e-18     +5.01518
+61      +43     +32     -7.12476e-18     +4.83299
+61      +44     +32     +5.99131e-19     +4.64100
+61      +45     +32     +1.84184e-18     +4.44067
+61      +46     +32     -2.17620e-19     +4.23336
+61      +47     +32     +1.63982e-18     +4.02033
+61      +48     +32     +2.33468e-19     +3.80276
+61      +49     +32     +2.16409e-18     +3.58170
+61      +50     +32     +1.45486e-18     +3.35808
+61      +51     +32     -3.65109e-18     +3.13271
+61      +52     +32     -1.47270e-18     +2.90627
+61      +53     +32     -5.15388e-18     +2.67934
+61      +54     +32     +1.46787e-17     +2.45238
+61      +55     +32     -3.06085e-18     +2.22574
+61      +56     +32     +2.00425e-18     +1.99969
+61      +57     +32     -2.90437e-18     +1.77440
+61      +58     +32     +5.47883e-19     +1.54999
+61      +59     +32     +1.19311e-19     +1.32647
+61      +60     +32     -9.76600e-19     +1.10383
+61      +61     +32     -2.20617e-18     +0.881998
+61      +62     +32     +2.21677e-18     +0.660853
+61      +63     +32     +7.09576e-19     +0.440254
+62      +1     +32     -5.55509e-19     +0.329909
+62      +2     +32     +2.19097e-18     +0.495195
+62      +3     +32     +3.03259e-18     +0.660863
+62      +4     +32     +6.70672e-19     +0.827012
+62      +5     +32     +2.20165e-18     +0.993718
+62      +6     +32     +3.31812e-18     +1.16103
+62      +7     +32     +9.98648e-19     +1.32895
+62      +8     +32     +1.35925e-18     +1.49744
+62      +9     +32     -2.01041e-18     +1.66643
+62      +10     +32     +4.51471e-18     +1.83577
+62      +11     +32     -1.80886e-18     +2.00525
+62      +12     +32     +2.32862e-18     +2.17460
+62      +13     +32     -6.96107e-18     +2.34347
+62      +14     +32     -1.78812e-18     +2.51143
+62      +15     +32     +3.09145e-18     +2.67795
+62      +16     +32     +3.58577e-19     +2.84244
+62      +17     +32     +5.79804e-22     +3.00419
+62      +18     +32     -2.30633e-20     +3.16244
+62      +19     +32     +5.95008e-19     +3.31631
+62      +20     +32     +4.56383e-18     +3.46487
+62      +21     +32     +8.22936e-19     +3.60712
+62      +22     +32     -5.84700e-19     +3.74200
+62      +23     +32     +2.04065e-18     +3.86843
+62      +24     +32     +3.26829e-18     +3.98530
+62      +25     +32     +5.34580e-18     +4.09154
+62      +26     +32     +2.48002e-18     +4.18610
+62      +27     +32     +4.23051e-18     +4.26799
+62      +28     +32     +6.24423e-18     +4.33631
+62      +29     +32     -4.17498e-18     +4.39031
+62      +30     +32     +9.36229e-18     +4.42934
+62      +31     +32     +1.68268e-17     +4.45295
+62      +32     +32     +1.00038e-17     +4.46086
+62      +33     +32     +1.68268e-17     +4.45295
+62      +34     +32     +8.30525e-18     +4.42934
+62      +35     +32     +2.54379e-18     +4.39031
+62      +36     +32     +3.10247e-18     +4.33631
+62      +37     +32     +5.40300e-18     +4.26799
+62      +38     +32     +2.62097e-18     +4.18610
+62      +39     +32     +5.29555e-18     +4.09154
+62      +40     +32     +2.31574e-18     +3.98530
+62      +41     +32     +1.30495e-18     +3.86843
+62      +42     +32     -1.19955e-18     +3.74200
+62      +43     +32     +1.33097e-19     +3.60712
+62      +44     +32     +5.28897e-18     +3.46487
+62      +45     +32     +7.38284e-20     +3.31631
+62      +46     +32     -2.22258e-19     +3.16244
+62      +47     +32     +3.93494e-19     +3.00419
+62      +48     +32     +5.92882e-19     +2.84244
+62      +49     +32     +3.09390e-18     +2.67795
+62      +50     +32     -1.46826e-18     +2.51143
+62      +51     +32     -7.30354e-18     +2.34347
+62      +52     +32     +2.69628e-18     +2.17460
+62      +53     +32     -1.73829e-18     +2.00525
+62      +54     +32     +4.47944e-18     +1.83577
+62      +55     +32     -2.11120e-18     +1.66643
+62      +56     +32     +1.12753e-18     +1.49744
+62      +57     +32     +8.92802e-19     +1.32895
+62      +58     +32     +3.34457e-18     +1.16103
+62      +59     +32     +2.44719e-18     +0.993718
+62      +60     +32     +6.62491e-19     +0.827012
+62      +61     +32     +3.07981e-18     +0.660863
+62      +62     +32     +2.19286e-18     +0.495195
+62      +63     +32     -4.48148e-19     +0.329909
+63      +1     +32     +2.45594e-18     +0.219801
+63      +2     +32     -4.84895e-18     +0.329912
+63      +3     +32     -2.45621e-18     +0.440265
+63      +4     +32     -2.37113e-18     +0.550921
+63      +5     +32     +1.68502e-18     +0.661927
+63      +6     +32     -2.07167e-19     +0.773308
+63      +7     +32     +1.42890e-19     +0.885067
+63      +8     +32     -1.72685e-18     +0.997174
+63      +9     +32     -2.28047e-18     +1.10957
+63      +10     +32     +7.53436e-18     +1.22216
+63      +11     +32     -2.01888e-18     +1.33479
+63      +12     +32     -8.01225e-19     +1.44729
+63      +13     +32     -1.66426e-18     +1.55941
+63      +14     +32     +7.51265e-19     +1.67087
+63      +15     +32     +8.24739e-19     +1.78133
+63      +16     +32     -2.37794e-18     +1.89036
+63      +17     +32     -3.26191e-18     +1.99753
+63      +18     +32     +1.90195e-18     +2.10231
+63      +19     +32     +2.75420e-18     +2.20413
+63      +20     +32     -3.49171e-20     +2.30238
+63      +21     +32     +8.13961e-18     +2.39639
+63      +22     +32     +5.38960e-19     +2.48549
+63      +23     +32     -6.58735e-18     +2.56895
+63      +24     +32     +3.06066e-18     +2.64606
