  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        6.29951      0.0349103      0.0540532      0.0383205       0.218292        98.7617        53.0174        61.5159        3.52194       0.204502       0.203482      0.0311345       0.983484         1.2348       0.623718        132.278      -0.683267     -0.0500856       -1.88539          10000           9260
        6.31543      0.0349101      0.0543989      0.0384797       0.218342        98.7842        48.7426        62.1286        3.50809       0.204499       0.203484      0.0311803       0.984928        1.25065       0.628897        132.142      -0.505739      -0.176211       -1.87287          10000           9260
        6.33134      0.0349099      0.0546152      0.0387634       0.218391        98.8066        45.4891        63.5216        3.49447       0.204495       0.203488      0.0312242       0.986311        1.26063        0.63819        132.015      -0.320104      -0.306108       -1.86067          10000           9260
        6.34726      0.0349097      0.0547012       0.039172       0.218439        98.8289        43.6266        65.6579        3.48176       0.204491       0.203493      0.0312667       0.987652        1.26462       0.651697        131.893      -0.131375      -0.439541        -1.8492          10000           9260
        6.36317      0.0349095      0.0546586      0.0397045       0.218488        98.8512         43.354         68.444        3.47094       0.204486       0.203499      0.0313063         0.9889        1.26268       0.669509        131.784      0.0553202      -0.576196       -1.83928          10000           9260
        6.37908      0.0349093      0.0544917      0.0403581       0.218536        98.8733         44.602        71.7466        3.46052       0.204482       0.203507      0.0313423       0.990035          1.255       0.691706         131.69        0.23496      -0.715619        -1.8299          10000           9260
          6.395      0.0349091      0.0542071      0.0411289       0.218584        98.8954        47.0558        75.4087        3.45172       0.204477       0.203516       0.031374       0.991031        1.24196       0.718345        131.615        0.40289      -0.857125       -1.82197          10000           9260
        6.41091      0.0349088       0.053814      0.0420111       0.218632        98.9174        50.2812        79.2645        3.44206       0.204472       0.203525      0.0313978       0.991782        1.22403       0.749457        131.572       0.554976      -0.999751       -1.81405          10000           9260
        6.42674      0.0349085      0.0533192      0.0429988       0.218631        98.9175        53.8443        83.1566        3.43219       0.204459       0.203529      0.0314105       0.992178         1.2017       0.785094        131.517       0.687505       -1.14249        -1.8063          10000           9258
        6.44261      0.0349083      0.0527454      0.0440804       0.218655        98.9284        57.3953        86.9017        3.42326       0.204461       0.203536      0.0314222       0.992545        1.17596       0.825056        131.496       0.798401       -1.28283       -1.79952          10000           9257
        6.45853      0.0349081         0.0521      0.0452483       0.218702        98.9501        60.6592         90.368        3.41646       0.204458       0.203547      0.0314356       0.992964        1.14737       0.869307        131.497        0.88574       -1.41922       -1.79434          10000           9257
        6.47444      0.0349079      0.0513996      0.0464901       0.218749        98.9718        63.4386        93.4077         3.4109       0.204456       0.203558       0.031447       0.993322        1.11674       0.917624        131.506       0.948544       -1.54893       -1.79017          10000           9257
        6.49031      0.0349077      0.0506632      0.0477944       0.218772        98.9825        65.6025         95.892         3.4074       0.204449       0.203583      0.0314545       0.993557        1.08501       0.969723        131.503       0.986854       -1.66894       -1.78745          10000           9256
